Service Request Number,Unnamed: 1,Service Request: Type Name,Work Order Number,Date/Time Opened,Date/Time Closed,Service Request Status,Service Request: Description,Department,Work Order Status,Street Block,Zip Code,Unnamed: 12
SR21-00030478,,No Heat Complaint,21-03581429,1/7/2021 8:31 AM,1/12/2021 11:13 AM,Completed,,DOB - Buildings,Closed,2700 N LECLAIRE AVE,60639.0,
SR21-00030980,,No Heat Complaint,21-03581689,1/7/2021 9:26 AM,1/8/2021 11:47 AM,Completed,,DOB - Buildings,Closed,900 W ARGYLE ST,60640.0,
SR21-00031705,,No Heat Complaint,21-03582126,1/7/2021 10:30 AM,1/11/2021 1:07 PM,Completed,,DOB - Buildings,Closed,600 W 47TH PL,60609.0,
SR21-00033047,,No Heat Complaint,21-03582878,1/7/2021 12:40 PM,1/12/2021 3:11 PM,Completed,,DOB - Buildings,Closed,11200 S INDIANA AVE,60628.0,
SR21-00033650,,No Heat Complaint,21-03583215,1/7/2021 1:31 PM,1/12/2021 11:13 AM,Completed,no working door so please call before coming,DOB - Buildings,Closed,7300 N DAMEN AVE,60645.0,
SR21-00034713,,No Heat Complaint,,1/7/2021 3:14 PM,1/11/2021 9:16 AM,Completed,,DOB - Buildings,,,60609.0,
SR21-00034783,,No Heat Complaint,21-03583881,1/7/2021 3:24 PM,1/11/2021 8:33 AM,Completed,,DOB - Buildings,Closed,2700 N KIMBALL AVE,60647.0,
SR21-00034790,,No Heat Complaint,21-03583884,1/7/2021 3:25 PM,1/11/2021 8:33 AM,Completed,,DOB - Buildings,Closed,2700 N KIMBALL AVE,60647.0,
SR21-00034890,,No Heat Complaint,21-03583943,1/7/2021 3:39 PM,1/12/2021 3:11 PM,Completed,,DOB - Buildings,Closed,7600 S LANGLEY AVE,60619.0,
SR21-00035341,,No Heat Complaint,21-03584126,1/7/2021 4:33 PM,1/12/2021 11:13 AM,Completed,,DOB - Buildings,Closed,5700 N SHERIDAN RD,60660.0,
SR21-00036185,,No Heat Complaint,21-03584463,1/7/2021 7:23 PM,1/11/2021 8:34 AM,Completed,,DOB - Buildings,Closed,1600 N LA SALLE DR,60614.0,
SR21-00037254,,No Heat Complaint,,1/8/2021 7:25 AM,1/10/2021 4:47 PM,Completed,,DOB - Buildings,,,60640.0,
SR21-00037665,,No Heat Complaint,21-03585040,1/8/2021 8:31 AM,1/11/2021 2:10 PM,Completed,,DOB - Buildings,Closed,5600 S KEDZIE AVE,60629.0,
SR21-00038279,,No Heat Complaint,21-03585336,1/8/2021 9:33 AM,1/19/2021 2:15 PM,Completed,,DOB - Buildings,Closed,4400 N BROADWAY ST,60640.0,
SR21-00038347,,No Heat Complaint,21-03585386,1/8/2021 9:42 AM,1/11/2021 2:10 PM,Completed,,DOB - Buildings,Closed,6900 S WABASH AVE,60637.0,
SR21-00039352,,No Heat Complaint,21-03585981,1/8/2021 11:21 AM,1/11/2021 2:10 PM,Completed,NO HOT WATER SINCE TUESDAY AFTERNOON,DOB - Buildings,Closed,4500 S HALSTED ST,60609.0,
SR21-00040619,,No Heat Complaint,21-03586722,1/8/2021 1:44 PM,1/11/2021 2:10 PM,Completed,,DOB - Buildings,Closed,400 W 46TH PL,60609.0,
SR21-00041002,,No Heat Complaint,21-03586922,1/8/2021 2:29 PM,1/19/2021 2:15 PM,Completed,,DOB - Buildings,Closed,1000 W LOYOLA AVE,60626.0,
SR21-00043155,,No Heat Complaint,21-03587646,1/8/2021 9:36 PM,1/19/2021 2:15 PM,Completed,,DOB - Buildings,Closed,2800 S CHRISTIANA AVE,60623.0,
SR21-00043198,,No Heat Complaint,21-03587661,1/8/2021 9:56 PM,1/19/2021 2:15 PM,Completed,The lack of heat is affecting my service animal as well as myself. He ignores my texts and won’t respond via text. There is also no hot water.,DOB - Buildings,Closed,2000 N LAMON AVE,60639.0,
SR21-00043415,,No Heat Complaint,21-03587721,1/8/2021 11:53 PM,1/11/2021 8:15 AM,Completed,"Caller did not want to give any more information, (Building owner, etc).",DOB - Buildings,Closed,3300 W 21ST ST,60623.0,
SR21-00043577,,No Heat Complaint,21-03587768,1/9/2021 4:22 AM,1/19/2021 2:15 PM,Completed,,DOB - Buildings,Closed,5700 W OHIO ST,60644.0,
SR21-00043665,,No Heat Complaint,21-03587797,1/9/2021 6:50 AM,1/11/2021 8:20 AM,Completed,Caller stated the building owners name is CHA./ no more information given.,DOB - Buildings,Closed,5600 W LAKE ST,60644.0,
SR21-00043787,,No Heat Complaint,21-03587838,1/9/2021 7:31 AM,1/11/2021 2:10 PM,Completed,,DOB - Buildings,Closed,5600 S OAKLEY AVE,60636.0,
SR21-00044063,,No Heat Complaint,21-03587926,1/9/2021 9:10 AM,1/11/2021 8:21 AM,Completed,,DOB - Buildings,Closed,1500 S ALBANY AVE,60623.0,
SR21-00044365,,No Heat Complaint,21-03588016,1/9/2021 10:33 AM,1/19/2021 2:15 PM,Completed,,DOB - Buildings,Closed,6700 N SHERIDAN RD,60626.0,
SR21-00045506,,No Heat Complaint,21-03588381,1/9/2021 3:19 PM,1/12/2021 10:37 AM,Completed,,DOB - Buildings,Closed,7300 S PHILLIPS AVE,60649.0,
SR21-00045814,,No Heat Complaint,21-03588457,1/9/2021 4:26 PM,1/12/2021 3:11 PM,Completed,,DOB - Buildings,Closed,8700 S ASHLAND AVE,60620.0,
SR21-00045867,,No Heat Complaint,,1/9/2021 4:37 PM,1/12/2021 11:04 AM,Completed,,DOB - Buildings,,,60630.0,
SR21-00047372,,No Heat Complaint,21-03588885,1/10/2021 7:47 AM,1/19/2021 2:15 PM,Completed,,DOB - Buildings,Closed,4000 W DIVERSEY AVE,60639.0,
SR21-00047813,,No Heat Complaint,21-03588998,1/10/2021 10:26 AM,1/19/2021 2:15 PM,Completed,"The caller states that her grandmother lives inside the apartment and People's Gas turned off the gas and stated that there is a carbon monoxide leak  due to a water pipe, furnace pipe, and the gas has been turned off.",DOB - Buildings,Closed,4400 N RACINE AVE,60640.0,
SR21-00048048,,No Heat Complaint,21-03589081,1/10/2021 11:27 AM,1/13/2021 3:00 PM,Completed,,DOB - Buildings,Closed,7900 S MAY ST,60620.0,
SR21-00048193,,No Heat Complaint,21-03589124,1/10/2021 11:57 AM,1/13/2021 2:11 PM,Completed,,DOB - Buildings,Closed,8100 S RACINE AVE,60620.0,
SR21-00048273,,No Heat Complaint,21-03589143,1/10/2021 12:19 PM,1/12/2021 3:25 PM,Completed,,DOB - Buildings,Closed,8100 S RACINE AVE,60620.0,
SR21-00048686,,No Heat Complaint,21-03589261,1/10/2021 1:43 PM,1/19/2021 2:15 PM,Completed,,DOB - Buildings,Closed,4400 N WINCHESTER AVE,60640.0,
SR21-00048853,,No Heat Complaint,21-03589308,1/10/2021 2:21 PM,1/19/2021 2:15 PM,Completed,,DOB - Buildings,Closed,2300 N KEDZIE BLVD,60647.0,
SR21-00049878,,No Heat Complaint,21-03589592,1/10/2021 7:42 PM,1/19/2021 2:15 PM,Completed,,DOB - Buildings,Closed,6400 N SHERIDAN RD,60626.0,
SR21-00050014,,No Heat Complaint,,1/10/2021 8:40 PM,1/11/2021 8:21 AM,Completed,,DOB - Buildings,,,60623.0,
SR21-00050114,,No Heat Complaint,21-03589693,1/10/2021 9:17 PM,1/25/2021 8:58 AM,Completed,,DOB - Buildings,Closed,5700 S LOWE AVE,60621.0,
SR21-00050256,,No Heat Complaint,,1/10/2021 10:38 PM,1/12/2021 3:11 PM,Completed,,DOB - Buildings,,,60620.0,
SR21-00050309,,No Heat Complaint,21-03589744,1/10/2021 11:10 PM,1/11/2021 2:10 PM,Completed,,DOB - Buildings,Closed,2100 W 63RD ST,60636.0,
SR21-00050411,,No Heat Complaint,21-03589779,1/11/2021 1:29 AM,1/11/2021 2:38 PM,Completed,,DOB - Buildings,Closed,4400 S DREXEL BLVD,60653.0,
SR21-00050591,,No Heat Complaint,21-03589837,1/11/2021 5:57 AM,1/19/2021 2:15 PM,Completed,caller state landlord shut off from basement,DOB - Buildings,Closed,2300 S SAWYER AVE,60623.0,
SR21-00052146,,No Heat Complaint,21-03591208,1/11/2021 7:52 AM,1/20/2021 1:20 PM,Completed,,DOB - Buildings,Closed,6700 S CHAPPEL AVE,60649.0,
SR21-00052765,,No Heat Complaint,21-03591651,1/11/2021 9:02 AM,1/12/2021 1:53 PM,Completed,,DOB - Buildings,Closed,7800 S SOUTH SHORE DR,60649.0,
SR21-00053148,,No Heat Complaint,21-03591941,1/11/2021 9:36 AM,1/19/2021 8:32 AM,Completed,,DOB - Buildings,Closed,4400 S DREXEL BLVD,60653.0,
SR21-00053948,,No Heat Complaint,21-03592546,1/11/2021 10:35 AM,2/3/2021 8:24 AM,Completed,,DOB - Buildings,Closed,7800 S CALUMET AVE,60619.0,
SR21-00055250,,No Heat Complaint,21-03593434,1/11/2021 12:26 PM,1/19/2021 2:15 PM,Completed,,DOB - Buildings,Closed,3800 W LEXINGTON ST,60624.0,
SR21-00055309,,No Heat Complaint,21-03593475,1/11/2021 12:31 PM,1/12/2021 1:58 PM,Completed,2ND REQUEST,DOB - Buildings,Closed,600 E 71ST ST,60619.0,
SR21-00056864,,No Heat Complaint,21-03594355,1/11/2021 2:21 PM,1/14/2021 4:25 PM,Completed,,DOB - Buildings,Closed,6000 S WHIPPLE ST,60629.0,
SR21-00057066,,No Heat Complaint,21-03594470,1/11/2021 2:34 PM,1/12/2021 1:53 PM,Completed,,DOB - Buildings,Closed,7700 S JEFFERY BLVD,60649.0,
SR21-00057070,,No Heat Complaint,21-03594473,1/11/2021 2:34 PM,1/13/2021 11:30 AM,Completed,,DOB - Buildings,Closed,400 W 46TH PL,60609.0,
SR21-00057146,,No Heat Complaint,21-03594509,1/11/2021 2:39 PM,1/19/2021 2:15 PM,Completed,PER CALLER NO HEAT THROUGHOUT THE ENTIRE BUILDING,DOB - Buildings,Closed,6700 N SHERIDAN RD,60626.0,
SR21-00057675,,No Heat Complaint,21-03594807,1/11/2021 3:19 PM,1/12/2021 2:08 PM,Completed,SR21-00038347 Reference to this request.  The caller states he works 9am- 5pm he states to call him. again.,DOB - Buildings,Closed,6900 S WABASH AVE,60637.0,
SR21-00057743,,No Heat Complaint,21-03594849,1/11/2021 3:27 PM,1/12/2021 1:58 PM,Completed,,DOB - Buildings,Closed,600 E 71ST ST,60619.0,
SR21-00057755,,No Heat Complaint,21-03594857,1/11/2021 3:28 PM,1/14/2021 4:24 PM,Completed,SR20-05688878 Reference to this request the caller states she is without heat. Please call upon arrival to get access.  Landlord lives on the premises located in the church.,DOB - Buildings,Closed,2000 W 51ST ST,60609.0,
SR21-00057925,,No Heat Complaint,21-03594937,1/11/2021 3:45 PM,1/19/2021 2:15 PM,Completed,ext for landlord 221,DOB - Buildings,Closed,3100 N LARAMIE AVE,60641.0,
SR21-00058533,,No Heat Complaint,21-03595232,1/11/2021 4:44 PM,1/13/2021 11:03 AM,Completed,,DOB - Buildings,Closed,0 W 111TH PL,60628.0,
SR21-00058755,,No Heat Complaint,21-03595312,1/11/2021 5:11 PM,1/13/2021 11:03 AM,Completed,,DOB - Buildings,Closed,200 E 115TH ST,60628.0,
SR21-00059530,,No Heat Complaint,21-03595671,1/11/2021 8:02 PM,1/19/2021 2:15 PM,Completed,,DOB - Buildings,Closed,2200 W 18TH PL,60608.0,
SR21-00060161,,No Heat Complaint,21-03595928,1/12/2021 1:28 AM,1/12/2021 8:20 AM,Completed,Caller did not want to give any more information.,DOB - Buildings,Closed,900 W ARGYLE ST,60640.0,
SR21-00060218,,No Heat Complaint,21-03595945,1/12/2021 3:07 AM,1/14/2021 4:25 PM,Completed,,DOB - Buildings,Closed,6100 S WOODLAWN AVE,60637.0,
SR21-00060484,,No Heat Complaint,21-03596088,1/12/2021 7:14 AM,1/19/2021 2:15 PM,Completed,5th report i make to the city no inspector comes and says no cause this is outrageous please senior citizen who just recuperated from pneumonia and has to live with no heat help please,DOB - Buildings,Closed,7500 W IRVING PARK RD,60634.0,
SR21-00060797,,No Heat Complaint,21-03596264,1/12/2021 8:17 AM,1/19/2021 10:47 AM,Completed,,DOB - Buildings,Closed,2300 N MILWAUKEE AVE,60647.0,
SR21-00061142,,No Heat Complaint,21-03596470,1/12/2021 9:04 AM,1/14/2021 4:24 PM,Completed,,DOB - Buildings,Closed,0 E 68TH ST,60637.0,
SR21-00061404,,No Heat Complaint,21-03596642,1/12/2021 9:36 AM,1/14/2021 4:24 PM,Completed,pls contact party before,DOB - Buildings,Closed,4800 S THROOP ST,60609.0,
SR21-00061426,,No Heat Complaint,21-03596651,1/12/2021 9:38 AM,1/14/2021 4:24 PM,Completed,no working door -,DOB - Buildings,Closed,8100 S COTTAGE GROVE AVE,60619.0,
SR21-00061592,,No Heat Complaint,21-03596778,1/12/2021 9:55 AM,1/14/2021 4:24 PM,Completed,,DOB - Buildings,Closed,3000 E 93RD ST,60617.0,
SR21-00062410,,No Heat Complaint,21-03597246,1/12/2021 11:09 AM,1/19/2021 10:47 AM,Completed,,DOB - Buildings,Closed,6000 N DAMEN AVE,60659.0,
SR21-00064312,,No Heat Complaint,21-03598364,1/12/2021 1:50 PM,1/14/2021 4:24 PM,Completed,,DOB - Buildings,Closed,700 E 91ST PL,60619.0,
SR21-00064578,,No Heat Complaint,21-03598529,1/12/2021 2:12 PM,1/19/2021 10:47 AM,Completed,,DOB - Buildings,Closed,1300 W ESTES AVE,60626.0,
SR21-00065536,,No Heat Complaint,21-03598986,1/12/2021 4:07 PM,1/19/2021 10:47 AM,Completed,,DOB - Buildings,Closed,1400 N HARDING AVE,60651.0,
SR21-00065631,,No Heat Complaint,21-03599025,1/12/2021 4:20 PM,1/20/2021 1:34 PM,Completed,,DOB - Buildings,Closed,1200 W ERIE ST,60642.0,
SR21-00065990,,No Heat Complaint,21-03599139,1/12/2021 5:15 PM,1/19/2021 8:32 AM,Completed,,DOB - Buildings,Closed,4400 S GREENWOOD AVE,60653.0,
SR21-00066074,,No Heat Complaint,21-03599197,1/12/2021 5:27 PM,1/20/2021 1:32 PM,Completed,,DOB - Buildings,Closed,2600 W ARMITAGE AVE,60647.0,
SR21-00066079,,No Heat Complaint,21-03599200,1/12/2021 5:27 PM,1/14/2021 4:24 PM,Completed,,DOB - Buildings,Closed,4800 S ASHLAND AVE,60609.0,
SR21-00066127,,No Heat Complaint,,1/12/2021 5:34 PM,1/14/2021 4:24 PM,Completed,,DOB - Buildings,,,60609.0,
SR21-00066252,,No Heat Complaint,21-03599289,1/12/2021 5:59 PM,1/20/2021 1:34 PM,Completed,,DOB - Buildings,Closed,1900 W CHICAGO AVE,60622.0,
SR21-00067185,,No Heat Complaint,21-03599655,1/13/2021 1:35 AM,1/13/2021 8:23 AM,Completed,,DOB - Buildings,Closed,500 W BELMONT AVE,60657.0,
SR21-00067412,,No Heat Complaint,21-03599770,1/13/2021 6:54 AM,1/15/2021 1:32 PM,Completed,,DOB - Buildings,Closed,10500 S YATES AVE,60617.0,
SR21-00067654,,No Heat Complaint,21-03599877,1/13/2021 7:58 AM,1/20/2021 1:16 PM,Completed,NO HEAT AND HOT WATER,DOB - Buildings,Closed,1300 W 79TH ST,60620.0,
SR21-00068428,,No Heat Complaint,21-03600256,1/13/2021 9:39 AM,1/19/2021 12:11 PM,Completed,,DOB - Buildings,Closed,4200 W ADDISON ST,60641.0,
SR21-00069274,,No Heat Complaint,21-03600721,1/13/2021 10:53 AM,1/15/2021 9:15 AM,Completed,,DOB - Buildings,Closed,6700 S MICHIGAN AVE,60637.0,
SR21-00069290,,No Heat Complaint,21-03600730,1/13/2021 10:55 AM,1/14/2021 2:16 PM,Completed,,DOB - Buildings,Closed,700 E 90TH ST,60619.0,
SR21-00069911,,No Heat Complaint,21-03601065,1/13/2021 11:50 AM,1/20/2021 1:18 PM,Completed,,DOB - Buildings,Closed,4200 S COTTAGE GROVE AVE,60653.0,
SR21-00070225,,No Heat Complaint,21-03601261,1/13/2021 12:15 PM,1/28/2021 1:15 PM,Completed,,DOB - Buildings,Closed,500 S LOTUS AVE,60644.0,
SR21-00071442,,No Heat Complaint,21-03601869,1/13/2021 1:58 PM,1/15/2021 9:34 AM,Completed,,DOB - Buildings,Closed,2700 N KIMBALL AVE,60647.0,
SR21-00071908,,No Heat Complaint,21-03602142,1/13/2021 2:38 PM,1/20/2021 9:32 AM,Completed,,DOB - Buildings,Closed,1000 N KARLOV AVE,60651.0,
SR21-00071943,,No Heat Complaint,21-03602163,1/13/2021 2:42 PM,1/20/2021 1:19 PM,Completed,,DOB - Buildings,Closed,6400 S ELLIS AVE,60637.0,
SR21-00072508,,No Heat Complaint,21-03602450,1/13/2021 3:44 PM,1/14/2021 2:16 PM,Completed,,DOB - Buildings,Closed,3200 E 91ST ST,60617.0,
SR21-00072816,,No Heat Complaint,21-03602598,1/13/2021 4:19 PM,1/21/2021 9:16 AM,Completed,,DOB - Buildings,Closed,5700 N BERNARD ST,60659.0,
SR21-00073629,,No Heat Complaint,21-03602963,1/13/2021 6:53 PM,1/21/2021 9:56 AM,Completed,,DOB - Buildings,Closed,500 N PINE AVE,60644.0,
SR21-00074433,,No Heat Complaint,21-03603261,1/14/2021 1:41 AM,1/15/2021 1:32 PM,Completed,,DOB - Buildings,Closed,10500 S YATES AVE,60617.0,
SR21-00074784,,No Heat Complaint,21-03603477,1/14/2021 7:11 AM,2/3/2021 12:29 PM,Completed,,DOB - Buildings,Closed,4500 S DREXEL BLVD,60653.0,
SR21-00075484,,No Heat Complaint,,1/14/2021 8:55 AM,1/19/2021 2:15 PM,Completed,I notified my landlord via the tenant portal on Sunday and again today.  They do not reach out when I submit requests for assistance with heat issues.,DOB - Buildings,,,60640.0,
SR21-00076882,,No Heat Complaint,21-03604565,1/14/2021 11:07 AM,1/19/2021 9:18 AM,Completed,APT X,DOB - Buildings,Closed,4900 S WESTERN AVE,60609.0,
SR21-00077348,,No Heat Complaint,21-03604798,1/14/2021 11:44 AM,1/21/2021 3:13 PM,Completed,,DOB - Buildings,Closed,4500 N ELSTON AVE,60630.0,
SR21-00077965,,No Heat Complaint,21-03605153,1/14/2021 12:30 PM,1/14/2021 2:16 PM,Completed,No heat / Heating unit in bedroom,DOB - Buildings,Closed,8700 S BUFFALO AVE,60617.0,
SR21-00079806,,No Heat Complaint,21-03623370,1/14/2021 3:22 PM,1/21/2021 3:13 PM,Completed,,DOB - Buildings,Closed,1200 N BOSWORTH AVE,60642.0,
SR21-00079806,,No Heat Complaint,21-03606083,1/14/2021 3:22 PM,1/21/2021 3:13 PM,Completed,,DOB - Buildings,Closed,1200 N BOSWORTH AVE,60642.0,
SR21-00080876,,No Heat Complaint,21-03657550,1/14/2021 5:31 PM,2/2/2021 11:13 AM,Completed,,DOB - Buildings,Closed,300 W SUPERIOR ST,60654.0,
SR21-00080876,,No Heat Complaint,21-03606599,1/14/2021 5:31 PM,2/2/2021 11:13 AM,Completed,,DOB - Buildings,Closed,300 W SUPERIOR ST,60654.0,
SR21-00081012,,No Heat Complaint,21-03606659,1/14/2021 5:57 PM,1/15/2021 3:11 PM,Completed,,DOB - Buildings,Closed,300 W 110TH ST,60628.0,
SR21-00081819,,No Heat Complaint,21-03606933,1/14/2021 10:49 PM,1/21/2021 3:13 PM,Completed,,DOB - Buildings,Closed,3600 W FULTON DR,60624.0,
SR21-00082198,,No Heat Complaint,21-03607061,1/15/2021 6:08 AM,1/15/2021 12:43 PM,Completed,,DOB - Buildings,Closed,6700 S PAXTON AVE,60649.0,
SR21-00082551,,No Heat Complaint,21-03607280,1/15/2021 7:55 AM,1/26/2021 12:01 PM,Completed,,DOB - Buildings,Closed,1100 E 47TH ST,60615.0,
SR21-00085597,,No Heat Complaint,21-03608955,1/15/2021 12:58 PM,1/26/2021 1:29 PM,Completed,,DOB - Buildings,Closed,5800 N KEATING AVE,60646.0,
SR21-00086003,,No Heat Complaint,21-03609211,1/15/2021 1:35 PM,1/26/2021 1:29 PM,Completed,,DOB - Buildings,Closed,2000 N KARLOV AVE,60639.0,
SR21-00086111,,No Heat Complaint,,1/15/2021 1:46 PM,1/26/2021 1:29 PM,Completed,Hole In floor behind the stove. A lot of outlets don’t work,DOB - Buildings,,,60639.0,
SR21-00086779,,No Heat Complaint,21-03609568,1/15/2021 2:46 PM,1/26/2021 1:29 PM,Completed,,DOB - Buildings,Closed,6100 N DAMEN AVE,60659.0,
SR21-00088179,,No Heat Complaint,21-03610119,1/15/2021 5:55 PM,1/26/2021 6:02 PM,Completed,,DOB - Buildings,Closed,900 E HYDE PARK BLVD,60615.0,
SR21-00088516,,No Heat Complaint,21-03610235,1/15/2021 7:42 PM,1/20/2021 3:00 PM,Completed,,DOB - Buildings,Closed,10500 S YATES AVE,60617.0,
SR21-00088798,,No Heat Complaint,21-03610345,1/15/2021 9:34 PM,1/26/2021 1:29 PM,Completed,,DOB - Buildings,Closed,4600 N MALDEN ST,60640.0,
SR21-00089079,,No Heat Complaint,21-03610425,1/16/2021 12:16 AM,1/26/2021 1:29 PM,Completed,,DOB - Buildings,Closed,1800 N RICHMOND ST,60647.0,
SR21-00089933,,No Heat Complaint,21-03610724,1/16/2021 9:54 AM,1/19/2021 7:05 PM,Completed,,DOB - Buildings,Closed,4200 S OAKENWALD AVE,60653.0,
SR21-00090038,,No Heat Complaint,21-03610768,1/16/2021 10:11 AM,1/19/2021 5:37 PM,Completed,,DOB - Buildings,Closed,8300 S COTTAGE GROVE AVE,60619.0,
SR21-00090104,,No Heat Complaint,21-03610788,1/16/2021 10:27 AM,1/19/2021 6:17 PM,Completed,,DOB - Buildings,Closed,6900 S PAXTON AVE,60649.0,
SR21-00090303,,No Heat Complaint,21-03610851,1/16/2021 11:17 AM,1/19/2021 6:08 PM,Completed,,DOB - Buildings,Closed,6700 S PAXTON AVE,60649.0,
SR21-00090447,,No Heat Complaint,21-03610904,1/16/2021 11:53 AM,1/26/2021 1:29 PM,Completed,,DOB - Buildings,Closed,4000 W PALMER ST,60639.0,
SR21-00090651,,No Heat Complaint,21-03610956,1/16/2021 12:37 PM,1/26/2021 1:29 PM,Completed,,DOB - Buildings,Closed,4500 W THOMAS ST,60651.0,
SR21-00091304,,No Heat Complaint,21-03611143,1/16/2021 3:16 PM,1/26/2021 1:29 PM,Completed,"Unsure how to change code type (came up as invalid/inactive code when input in URL bar, could not find code searching site). Cannot seem to attach more than one file - initial request ticket, temperature reads as of 1/15 available. Contact if needed.",DOB - Buildings,Closed,4200 N KENMORE AVE,60613.0,
SR21-00091390,,No Heat Complaint,21-03611165,1/16/2021 3:36 PM,1/19/2021 7:25 PM,Completed,,DOB - Buildings,Closed,7900 S ELIZABETH ST,60620.0,
SR21-00092153,,No Heat Complaint,21-03611355,1/16/2021 6:55 PM,1/20/2021 3:01 PM,Completed,,DOB - Buildings,Closed,8200 S HOUSTON AVE,60617.0,
SR21-00095378,,No Heat Complaint,21-03612137,1/17/2021 6:20 PM,1/26/2021 1:29 PM,Completed,LANDLORD IS REFUSING TO RESTORE THE LIGHTS AFTER BLOWN FUSE. THERE ARE NO LIGHTS OR HEAT AS A RESULT,DOB - Buildings,Closed,5800 W IOWA ST,60651.0,
SR21-00095439,,No Heat Complaint,21-03612151,1/17/2021 6:39 PM,1/26/2021 12:16 PM,Completed,,DOB - Buildings,Closed,4800 S LAFLIN ST,60609.0,
SR21-00095522,,No Heat Complaint,21-03612178,1/17/2021 7:07 PM,1/26/2021 1:29 PM,Completed,,DOB - Buildings,Closed,2900 W HARRISON ST,60612.0,
SR21-00096002,,No Heat Complaint,,1/17/2021 10:55 PM,1/21/2021 3:13 PM,Completed,"THE CALLER STATED THAT TO GIVE HER A CALL,  THE BELL DOES NOT WORK AT ALL, THE CALLER STATED THAT IF SHE NOT THEIR CAN YOU RING  FOR APARTMENT #106 HER NAME IS BETTY",DOB - Buildings,,,60630.0,
SR21-00096642,,No Heat Complaint,21-03612494,1/18/2021 8:23 AM,1/20/2021 3:00 PM,Completed,,DOB - Buildings,Closed,9900 S LA SALLE ST,60628.0,
SR21-00097091,,No Heat Complaint,21-03612656,1/18/2021 9:46 AM,1/26/2021 1:29 PM,Completed,,DOB - Buildings,Closed,900 W ARGYLE ST,60640.0,
SR21-00097174,,No Heat Complaint,21-03612689,1/18/2021 9:57 AM,1/19/2021 5:37 PM,Completed,,DOB - Buildings,Closed,200 E 121ST PL,60628.0,
SR21-00097523,,No Heat Complaint,21-03612822,1/18/2021 10:56 AM,1/22/2021 8:58 AM,Completed,,DOB - Buildings,Closed,7300 S WABASH AVE,60619.0,
SR21-00097523,,No Heat Complaint,21-03624598,1/18/2021 10:56 AM,1/22/2021 8:58 AM,Completed,,DOB - Buildings,Closed,7300 S WABASH AVE,60619.0,
SR21-00097532,,No Heat Complaint,21-03612827,1/18/2021 10:57 AM,1/26/2021 1:15 PM,Completed,,DOB - Buildings,Closed,7300 S WABASH AVE,60619.0,
SR21-00097758,,No Heat Complaint,21-03612919,1/18/2021 11:40 AM,1/26/2021 1:29 PM,Completed,PLEASE CONTACT CALLER BACK PRIOR TO COMING OUT FOR ENTRY,DOB - Buildings,Closed,200 N KEYSTONE AVE,60624.0,
SR21-00098328,,No Heat Complaint,21-03613143,1/18/2021 1:31 PM,1/26/2021 1:29 PM,Completed,HEAT ON A TIMER,DOB - Buildings,Closed,1800 W JACKSON BLVD,60612.0,
SR21-00098446,,No Heat Complaint,21-03613188,1/18/2021 1:54 PM,1/26/2021 1:29 PM,Completed,,DOB - Buildings,Closed,2700 N KIMBALL AVE,60647.0,
SR21-00098942,,No Heat Complaint,21-03613323,1/18/2021 3:24 PM,1/21/2021 3:57 PM,Completed,,DOB - Buildings,Closed,6300 S MOZART ST,60629.0,
SR21-00099315,,No Heat Complaint,,1/18/2021 4:19 PM,1/21/2021 9:56 AM,Completed,,DOB - Buildings,,,60644.0,
SR21-00099820,,No Heat Complaint,21-03613603,1/18/2021 6:22 PM,1/26/2021 1:29 PM,Completed,,DOB - Buildings,Closed,3300 W PENSACOLA AVE,60618.0,
SR21-00099854,,No Heat Complaint,21-03613620,1/18/2021 6:39 PM,1/26/2021 1:29 PM,Completed,,DOB - Buildings,Closed,6500 N RICHMOND ST,60645.0,
SR21-00099861,,No Heat Complaint,,1/18/2021 6:41 PM,1/26/2021 1:29 PM,Completed,"Landlords sent someone to change the valve on my bathroom radiator.  Since it was changed it has been very loud and cannot sleep with it turned on.  I submitted a request for them to change it, but they did not treat my request with a serious manner.",DOB - Buildings,,,60613.0,
SR21-00100044,,No Heat Complaint,21-03613694,1/18/2021 7:57 PM,1/26/2021 11:54 AM,Completed,,DOB - Buildings,Closed,5100 S CALUMET AVE,60615.0,
SR21-00100212,,No Heat Complaint,21-03613757,1/18/2021 9:21 PM,1/26/2021 1:29 PM,Completed,,DOB - Buildings,Closed,900 N LEAMINGTON AVE,60651.0,
SR21-00100484,,No Heat Complaint,21-03613848,1/19/2021 12:07 AM,1/26/2021 12:04 PM,Completed,"This is an ongoing issue.  I've reported this issue to 311 recently, but nothing has been done about it.  The heat is operated by the tenant on the first floor, who is a good friend of the landlord, and are both working to get me to leave the bldg.",DOB - Buildings,Closed,7200 S OGLESBY AVE,60649.0,
SR21-00100544,,No Heat Complaint,21-03613880,1/19/2021 2:38 AM,1/21/2021 4:00 PM,Completed,seniors with no heat,DOB - Buildings,Closed,1600 W 89TH ST,60620.0,
SR21-00100673,,No Heat Complaint,21-03613950,1/19/2021 6:38 AM,1/20/2021 3:00 PM,Completed,,DOB - Buildings,Closed,8900 S COTTAGE GROVE AVE,60619.0,
SR21-00100760,,No Heat Complaint,,1/19/2021 7:20 AM,1/26/2021 11:54 AM,Completed,no working door bells,DOB - Buildings,,,60615.0,
