Service Request Number,Service Request: Type Name,Work Order Number,Date/Time Opened,Date/Time Closed,Service Request Status,Service Request: Description,Department,Work Order Status,Street Block,Zip Code,_key,_address,_latitude,_longitude,_count
SR20-05646815,No Heat Complaint,20-03524234,12/17/2020 9:52 AM,1/12/2021 2:26 PM,Completed,,DOB - Buildings,Closed,4900 S Western Ave,60609,4900 S Western Ave-60609,"4900 S Western Ave, Chicago, IL 60609, USA",41.8044305,-87.684885,2
SR20-05647676,No Heat Complaint,20-03524769,12/17/2020 11:06 AM,12/18/2020 2:48 PM,Completed,,DOB - Buildings,Closed,500 S Maplewood Ave,60612,500 S Maplewood Ave-60612,"500 S Maplewood Ave, Chicago, IL 60612, USA",41.8749426,-87.69062579999999,3
SR20-05647837,No Heat Complaint,20-03524832,12/17/2020 11:22 AM,1/12/2021 3:11 PM,Completed,,DOB - Buildings,Closed,7900 S Throop St,60620,7900 S Throop St-60620,"7900 S Throop St, Chicago, IL 60620, USA",41.7504537,-87.6561821,1
SR20-05648026,No Heat Complaint,20-03524931,12/17/2020 11:36 AM,12/18/2020 2:37 PM,Completed,YOU HAVE TO GO TO THE SIDE OF THE BUILDING TO ACCESS THRU THE BACK.,DOB - Buildings,Closed,2600 W Potomac Ave,60622,2600 W Potomac Ave-60622,"2600 W Potomac Ave, Chicago, IL 60622, USA",41.9049509,-87.69222099999999,1
SR20-05648624,No Heat Complaint,20-03525303,12/17/2020 12:35 PM,12/23/2020 10:38 AM,Completed,,DOB - Buildings,Closed,4000 W 80Th Pl,60652,4000 W 80Th Pl-60652,"4000 W 80th Pl, Chicago, IL 60652, USA",41.7465723,-87.7218157,1
SR20-05648661,No Heat Complaint,20-03525319,12/17/2020 12:39 PM,12/23/2020 10:38 AM,Completed,,DOB - Buildings,Closed,1300 W 76Th St,60620,1300 W 76Th St-60620,"1300 W 76th St, Chicago, IL 60620, USA",41.75637740000001,-87.6564629,2
SR20-05649519,No Heat Complaint,20-03525847,12/17/2020 2:04 PM,12/23/2020 1:36 PM,Completed,,DOB - Buildings,Closed,7800 S Chappel Ave,60649,7800 S Chappel Ave-60649,"7800 S Chappel Ave, Chicago, IL 60649, USA",41.7532797,-87.57517209999999,1
SR20-05649656,No Heat Complaint,20-03525946,12/17/2020 2:15 PM,12/23/2020 6:51 AM,Completed,,DOB - Buildings,Closed,7300 S Coles Ave,60649,7300 S Coles Ave-60649,"7300 S Coles Ave, Chicago, IL 60649, USA",41.7630073,-87.5622818,1
SR20-05650561,No Heat Complaint,20-03526554,12/17/2020 3:44 PM,12/23/2020 6:50 AM,Completed,The roaches and rats as well as the cleanliness of the building inside is always a issue . The landlord refuses to input new stove and fridge n for the units. I know that one unit doesn't even have a working stove or fri,DOB - Buildings,Closed,5800 S Michigan Ave,60637,5800 S Michigan Ave-60637,"5800 S Michigan Ave, Chicago, IL 60637, USA",41.7890555,-87.622704,2
SR20-05650769,No Heat Complaint,20-03526656,12/17/2020 4:20 PM,12/18/2020 2:52 PM,Completed,,DOB - Buildings,Closed,2200 S Kedzie Ave,60623,2200 S Kedzie Ave-60623,"2200 S Kedzie Ave, Chicago, IL 60623, USA",41.8517669,-87.7052475,1
SR20-05652871,No Heat Complaint,20-03527673,12/18/2020 7:58 AM,12/23/2020 7:02 AM,Completed,,DOB - Buildings,Closed,7300 S Kenwood Ave,60619,7300 S Kenwood Ave-60619,"7300 S Kenwood Ave, Chicago, IL 60619, USA",41.7622354,-87.59238239999999,1
SR20-05653243,No Heat Complaint,20-03527916,12/18/2020 8:57 AM,12/31/2020 1:47 PM,Completed,,DOB - Buildings,Closed,3100 W 55Th St,60632,3100 W 55Th St-60632,"3100 W 55th St, Chicago, IL 60632, USA",41.7935557,-87.7011113,1
SR20-05653326,No Heat Complaint,20-03527973,12/18/2020 9:08 AM,12/23/2020 1:34 PM,Completed,,DOB - Buildings,Closed,11600 S Michigan Ave,60628,11600 S Michigan Ave-60628,"11600 S Michigan Ave, Chicago, IL 60628, USA",41.68237939999999,-87.6207903,1
SR20-05653974,No Heat Complaint,20-03528397,12/18/2020 10:22 AM,12/21/2020 8:14 AM,Completed,Please contact caller prior to coming out for entry,DOB - Buildings,Closed,1600 N Nagle Ave,60707,1600 N Nagle Ave-60707,"1600 N Nagle Ave, Chicago, IL 60707, USA",41.909275,-87.7868723,3
SR20-05656806,No Heat Complaint,20-03530347,12/18/2020 2:56 PM,12/22/2020 3:35 PM,Completed,,DOB - Buildings,Closed,9400 S Vanderpoel Ave,60620,9400 S Vanderpoel Ave-60620,"9400 S Vanderpoel Ave, Chicago, IL 60643, USA",41.7229931,-87.6663157,1
SR20-05657577,No Heat Complaint,20-03530785,12/18/2020 4:34 PM,12/22/2020 3:35 PM,Completed,,DOB - Buildings,Closed,7300 S Harvard Ave,60621,7300 S Harvard Ave-60621,"7300 S Harvard Ave, Chicago, IL 60621, USA",41.76158,-87.633686,1
SR20-05657663,No Heat Complaint,20-03530815,12/18/2020 4:47 PM,12/21/2020 9:30 AM,Completed,,DOB - Buildings,Closed,2600 N Monitor Ave,60639,2600 N Monitor Ave-60639,"2600 N Monitor Ave, Chicago, IL 60639, USA",41.927573,-87.7721796,1
SR20-05658068,No Heat Complaint,20-03531006,12/18/2020 6:00 PM,12/21/2020 8:18 AM,Completed,,DOB - Buildings,Closed,3700 N Pine Grove Ave,60613,3700 N Pine Grove Ave-60613,"3700 N Pine Grove Ave, Chicago, IL 60613, USA",41.949771,-87.647087,1
SR20-05658361,No Heat Complaint,20-03531101,12/18/2020 7:31 PM,12/23/2020 12:48 PM,Completed,Apt X,DOB - Buildings,Closed,12200 S Union Ave,60628,12200 S Union Ave-60628,"12200 S Union Ave, Chicago, IL 60628, USA",41.6723807,-87.6393228,2
SR20-05658385,No Heat Complaint,20-03531105,12/18/2020 7:38 PM,12/23/2020 10:12 AM,Completed,The building manager said he will fix it when he get the chance. Despite knowing a three year old lives here. Her name is on the lease. He refuses to put in screen windows.,DOB - Buildings,Closed,0 N Parkside Ave,60644,0 N Parkside Ave-60644,"5670 W Lake St, Chicago, IL 60644, USA",41.8883341,-87.76679940000001,6
SR20-05658419,No Heat Complaint,20-03531114,12/18/2020 7:48 PM,12/21/2020 8:18 AM,Completed,"The caller states she has spoken to People gas and they told her she only pays for cooking gas with them. She states her lease was for heat, electricity, and gas. She is not able to get in touch with landlord.",DOB - Buildings,Closed,4500 W Adams St,60624,4500 W Adams St-60624,"4500 W Adams St, Chicago, IL 60624, USA",41.878086,-87.737989,2
SR20-05658894,No Heat Complaint,20-03531247,12/18/2020 11:02 PM,12/22/2020 4:30 PM,Completed,,DOB - Buildings,Closed,6500 S Troy St,60629,6500 S Troy St-60629,"6500 S Troy St, Chicago, IL 60629, USA",41.775191,-87.70216409999999,1
SR20-05659216,No Heat Complaint,20-03531327,12/19/2020 6:27 AM,12/22/2020 4:29 PM,Completed,,DOB - Buildings,Closed,8000 S Evans Ave,60619,8000 S Evans Ave-60619,"8000 S Evans Ave, Chicago, IL 60619, USA",41.749282,-87.606723,2
SR20-05659344,No Heat Complaint,20-03531354,12/19/2020 7:38 AM,12/23/2020 7:02 AM,Completed,,DOB - Buildings,Closed,8000 S Kedzie Ave,60652,8000 S Kedzie Ave-60652,"8000 S Kedzie Ave, Chicago, IL 60652, USA",41.74785,-87.702716,1
SR20-05659462,No Heat Complaint,20-03531391,12/19/2020 8:23 AM,12/22/2020 4:29 PM,Completed,no heat for two days - name isn't - name isn't the door bell,DOB - Buildings,Closed,1700 E 69Th St,60649,1700 E 69Th St-60649,"1700 E 69th St, Chicago, IL 60649, USA",41.7698805,-87.5835515,2
SR20-05660390,No Heat Complaint,20-03531792,12/19/2020 1:15 PM,12/21/2020 9:35 AM,Completed,,DOB - Buildings,Closed,100 N Kostner Ave,60624,100 N Kostner Ave-60624,"100 N Kostner Ave, Chicago, IL 60624, USA",41.8819354,-87.7355092,3
SR20-05661930,No Heat Complaint,20-03532477,12/19/2020 9:01 PM,12/23/2020 10:11 AM,Completed,,DOB - Buildings,Closed,3300 W Douglas Blvd,60623,3300 W Douglas Blvd-60623,"3300 W Douglas Blvd, Chicago, IL 60623, USA",41.8631658,-87.70821719999999,3
SR20-05662005,No Heat Complaint,20-03532510,12/19/2020 9:35 PM,12/21/2020 8:20 AM,Completed,,DOB - Buildings,Closed,2100 W 21St St,60608,2100 W 21St St-60608,"2100 W 21st St, Chicago, IL 60608, USA",41.8542351,-87.6785802,1
SR20-05662754,No Heat Complaint,20-03532690,12/20/2020 8:10 AM,12/21/2020 8:20 AM,Completed,,DOB - Buildings,Closed,4000 W 31St St,60623,4000 W 31St St-60623,"4000 W 31st St, Chicago, IL 60623, USA",41.8371108,-87.7245344,1
SR20-05663136,No Heat Complaint,20-03532806,12/20/2020 10:28 AM,12/21/2020 9:37 AM,Completed,,DOB - Buildings,Closed,2500 W North Ave,60647,2500 W North Ave-60647,"2500 W North Ave, Chicago, IL 60647, USA",41.910652,-87.6898406,1
SR20-05663760,No Heat Complaint,20-03533148,12/20/2020 1:33 PM,12/21/2020 8:21 AM,Completed,,DOB - Buildings,Closed,4500 W Washington Blvd,60624,4500 W Washington Blvd-60624,"4500 W Washington Blvd, Chicago, IL 60624, USA",41.882214,-87.738113,4
SR20-05663778,No Heat Complaint,20-03533158,12/20/2020 1:36 PM,12/21/2020 8:19 AM,Completed,I would like to remain anonymous,DOB - Buildings,Closed,700 S Kenneth Ave,60624,700 S Kenneth Ave-60624,"700 S Kenneth Ave, Chicago, IL 60624, USA",41.8722662,-87.7365209,1
SR20-05664823,No Heat Complaint,20-03533454,12/20/2020 7:04 PM,12/22/2020 3:35 PM,Completed,The caller states she told them in September the heat was not working. Housing Inspectors Rose Maria 847-845-XXXXand Monique 312-513-XXXX,DOB - Buildings,Closed,7500 S Stewart Ave,60620,7500 S Stewart Ave-60620,"7500 S Stewart Ave, Chicago, IL 60620, USA",41.757927,-87.63481499999999,1
SR20-05665301,No Heat Complaint,20-03533603,12/20/2020 10:09 PM,12/22/2020 4:29 PM,Completed,,DOB - Buildings,Closed,4100 S Indiana Ave,60653,4100 S Indiana Ave-60653,"4100 S Indiana Ave, Chicago, IL 60653, USA",41.819858,-87.621933,1
SR20-05666055,No Heat Complaint,20-03533986,12/21/2020 7:46 AM,12/21/2020 8:12 AM,Completed,,DOB - Buildings,Closed,1000 W Loyola Ave,60626,1000 W Loyola Ave-60626,"1000 W Loyola Ave, Chicago, IL 60626, USA",42.0017729,-87.6564164,3
SR20-05667174,No Heat Complaint,20-03534730,12/21/2020 9:55 AM,1/19/2021 2:15 PM,Completed,,DOB - Buildings,Closed,200 N Central Ave,60644,200 N Central Ave-60644,"200 N Central Ave, Chicago, IL 60644, USA",41.8844025,-87.76557199999999,2
SR20-05667937,No Heat Complaint,20-03535290,12/21/2020 10:55 AM,12/23/2020 10:31 AM,Completed,TENANT REPORTS THAT THE NEW OWNER (?) OF BUILDING CAME WITH THE POLICE TO TAKE A HEATER OUT OF HIS APARTMENT. TENANT SAYS THAT THE LANDLORD(?) TOOK THE HEATER OUT OF HIS APARTMENT AND HAS NOT RE-INSTALLED IT. TENANT HAS NOT HAD ANY HEAT FOR 21 DAYS. TENANT WAS ALSO TOLD THAT THE PREVIOUS OWNER SOLD THE BUILDING AND ROBERTO IS THE NEW OWNER. NEW OWNER LIVES ON THE THIRD FLOOR OF THE BUILDING.,DOB - Buildings,Closed,3100 W Monroe St,60612,3100 W Monroe St-60612,"3100 W Monroe St, Chicago, IL 60612, USA",41.87967580000001,-87.70292979999999,3
SR20-05669796,No Heat Complaint,20-03536399,12/21/2020 2:15 PM,1/14/2021 8:39 AM,Completed,"Patient's furnace is broken, she lives with her daughter and two grandchildren aged 8 and 13, has no heat in the home, is using oven to heat home.",DOB - Buildings,Closed,5900 S May St,60621,5900 S May St-60621,"5900 S May St, Chicago, IL 60621, USA",41.7869131,-87.65346579999999,1
SR20-05670738,No Heat Complaint,20-03537020,12/21/2020 4:05 PM,12/23/2020 10:27 AM,Completed,,DOB - Buildings,Closed,6000 N Francisco Ave,60659,6000 N Francisco Ave-60659,"6000 N Francisco Ave, Chicago, IL 60659, USA",41.99041340000001,-87.70182679999999,1
SR20-05671176,No Heat Complaint,20-03537262,12/21/2020 5:08 PM,1/19/2021 2:15 PM,Completed,BUILDING HAS NO HEAT PER CALLER,DOB - Buildings,Closed,7100 N Ridge Blvd,60645,7100 N Ridge Blvd-60645,"7100 N Ridge Blvd, Chicago, IL 60645, USA",42.011398,-87.6831189,1
SR20-05671270,No Heat Complaint,20-03537292,12/21/2020 5:25 PM,1/5/2021 9:14 AM,Completed,DISABLED,DOB - Buildings,Closed,3100 S Archer Ave,60608,3100 S Archer Ave-60608,"3100 S Archer Ave, Chicago, IL 60608, USA",41.8376995,-87.6657959,1
SR20-05672127,No Heat Complaint,20-03537600,12/21/2020 9:43 PM,12/23/2020 1:39 PM,Completed,,DOB - Buildings,Closed,9600 S Houston Ave,60617,9600 S Houston Ave-60617,"9600 S Houston Ave, Chicago, IL 60617, USA",41.7209622,-87.5496782,1
SR20-05677072,No Heat Complaint,20-03540782,12/22/2020 1:42 PM,12/23/2020 10:38 AM,Completed,,DOB - Buildings,Closed,4800 W Warwick Ave,60641,4800 W Warwick Ave-60641,"4800 W Warwick Ave, Chicago, IL 60641, USA",41.94886289999999,-87.7472143,2
SR20-05677339,No Heat Complaint,20-03540956,12/22/2020 2:09 PM,12/23/2020 10:36 AM,Completed,XXX flr,DOB - Buildings,Closed,3500 W Pierce Ave,60651,3500 W Pierce Ave-60651,"3500 W Pierce Ave, Chicago, IL 60651, USA",41.9093542,-87.714525,1
SR20-05679858,No Heat Complaint,20-03542254,12/22/2020 10:25 PM,12/23/2020 10:37 AM,Completed,,DOB - Buildings,Closed,2200 N Halsted St,60614,2200 N Halsted St-60614,"2200 N Halsted St, Chicago, IL 60614, USA",41.921947,-87.64891329999999,3
SR20-05680055,No Heat Complaint,20-03542328,12/23/2020 12:47 AM,1/5/2021 9:55 AM,Completed,"Caller stated the hotel gave him a heater, but the heater went out, also.",DOB - Buildings,Closed,5000 S Michigan Ave,60615,5000 S Michigan Ave-60615,"5000 S Michigan Ave, Chicago, IL 60615, USA",41.803642,-87.62315199999999,2
SR20-05681846,No Heat Complaint,20-03543349,12/23/2020 10:31 AM,1/5/2021 8:19 AM,Completed,,DOB - Buildings,Closed,200 E 14Th St,60605,200 E 14Th St-60605,"200 E 14th St, Chicago, IL 60605, USA",41.8641323,-87.6223048,1
SR20-05681865,No Heat Complaint,20-03543362,12/23/2020 10:34 AM,12/28/2020 1:32 PM,Completed,,DOB - Buildings,Closed,10100 S Princeton Ave,60628,10100 S Princeton Ave-60628,"10100 S Princeton Ave, Chicago, IL 60628, USA",41.71059289999999,-87.6311125,3
SR20-05681871,No Heat Complaint,20-03543364,12/23/2020 10:35 AM,1/12/2021 4:19 PM,Completed,,DOB - Buildings,Closed,1600 W 47Th St,60609,1600 W 47Th St-60609,"1600 W 47th St, Chicago, IL 60609, USA",41.8085939,-87.6650588,1
SR20-05682112,No Heat Complaint,20-03543500,12/23/2020 10:57 AM,12/28/2020 1:32 PM,Completed,,DOB - Buildings,Closed,300 E 130Th St,60827,300 E 130Th St-60827,"300 E 130th St, Chicago, IL 60628, USA",41.661571,-87.60971699999999,1
SR20-05683479,No Heat Complaint,20-03544276,12/23/2020 1:15 PM,1/10/2021 4:47 PM,Completed,The building mgr doesn't  like to provide heat.,DOB - Buildings,Closed,6200 N Winthrop Ave,60660,6200 N Winthrop Ave-60660,"6200 N Winthrop Ave, Chicago, IL 60660, USA",41.994795,-87.658743,1
SR20-05684600,No Heat Complaint,20-03544973,12/23/2020 2:50 PM,1/14/2021 8:39 AM,Completed,7 children in the apartment,DOB - Buildings,Closed,6500 S Hermitage Ave,60636,6500 S Hermitage Ave-60636,"6500 S Hermitage Ave, Chicago, IL 60636, USA",41.775623,-87.66812399999999,1
SR20-05684777,No Heat Complaint,20-03545108,12/23/2020 3:00 PM,1/7/2021 6:56 AM,Completed,,DOB - Buildings,Closed,4800 S Chicago Beach Dr,60615,4800 S Chicago Beach Dr-60615,"4800 S Chicago Beach Dr, Chicago, IL 60615, USA",41.8065909,-87.58656599999999,1
SR20-05684832,No Heat Complaint,20-03545145,12/23/2020 3:05 PM,12/24/2020 1:02 PM,Completed,PLEASE CHECK SR#20-05684726 REQUEST ENTERED INCORRECTLY/NO HEAT,DOB - Buildings,Closed,800 W Chicago Ave,60642,800 W Chicago Ave-60642,"800 W Chicago Ave, Chicago, IL 60642, USA",41.8967069,-87.6477546,2
SR20-05685685,No Heat Complaint,20-03545641,12/23/2020 4:54 PM,1/14/2021 2:34 PM,Completed,,DOB - Buildings,Closed,700 W 66Th Pl,60621,700 W 66Th Pl-60621,"700 W 66th Pl, Chicago, IL 60621, USA",41.773408,-87.6426388,1
SR20-05687087,No Heat Complaint,20-03546177,12/24/2020 1:04 AM,1/12/2021 8:27 AM,Completed,Caller disconnected no other information given.,DOB - Buildings,Closed,3500 N Long Ave,60641,3500 N Long Ave-60641,"3500 N Long Ave, Chicago, IL 60641, USA",41.9443897,-87.7619734,1
SR20-05687208,No Heat Complaint,20-03546205,12/24/2020 4:11 AM,12/29/2020 12:06 PM,Completed,,DOB - Buildings,Closed,1400 S Kostner Ave,60623,1400 S Kostner Ave-60623,"1400 S Kostner Ave, Chicago, IL 60623, USA",41.862249,-87.735181,2
SR20-05687224,No Heat Complaint,20-03546208,12/24/2020 4:29 AM,1/5/2021 10:06 AM,Completed,,DOB - Buildings,Closed,5100 S Calumet Ave,60615,5100 S Calumet Ave-60615,"5100 S Calumet Ave, Chicago, IL 60615, USA",41.8019459,-87.61784949999999,4
SR20-05687228,No Heat Complaint,20-03546209,12/24/2020 4:42 AM,12/24/2020 12:49 PM,Completed,,DOB - Buildings,Closed,8000 S Dobson Ave,60619,8000 S Dobson Ave-60619,"8000 S Dobson Ave, Chicago, IL 60619, USA",41.74937,-87.599407,1
SR20-05687365,No Heat Complaint,20-03546262,12/24/2020 6:54 AM,12/24/2020 1:02 PM,Completed,,DOB - Buildings,Closed,3000 W Warren Blvd,60612,3000 W Warren Blvd-60612,"3000 W Warren Blvd, Chicago, IL 60612, USA",41.8821338,-87.7013581,1
SR20-05687537,No Heat Complaint,20-03546361,12/24/2020 7:22 AM,1/4/2021 1:57 PM,Completed,,DOB - Buildings,Closed,7600 S Ridgeland Ave,60649,7600 S Ridgeland Ave-60649,"7600 S Ridgeland Ave, Chicago, IL 60649, USA",41.7568152,-87.5825447,1
SR20-05688133,No Heat Complaint,20-03546689,12/24/2020 8:58 AM,12/28/2020 4:06 PM,Completed,,DOB - Buildings,Closed,7000 N Sheridan Rd,60626,7000 N Sheridan Rd-60626,"7000 N Sheridan Rd, Chicago, IL 60626, USA",42.009316,-87.662431,3
SR20-05688328,No Heat Complaint,20-03546804,12/24/2020 9:31 AM,1/4/2021 2:31 PM,Completed,,DOB - Buildings,Closed,7300 S Wabash Ave,60619,7300 S Wabash Ave-60619,"7300 S Wabash Ave, Chicago, IL 60619, USA",41.7616974,-87.6234504,12
SR20-05688617,No Heat Complaint,20-03546954,12/24/2020 10:11 AM,1/11/2021 9:30 AM,Completed,,DOB - Buildings,Closed,4800 S Western Blvd,60609,4800 S Western Blvd-60609,"4800 S Western Blvd, Chicago, IL 60609, USA",41.8088234,-87.683885,1
SR20-05688878,No Heat Complaint,20-03547098,12/24/2020 10:50 AM,1/11/2021 9:16 AM,Completed,RENTING A ROOMS,DOB - Buildings,Closed,2000 W 51St St,60609,2000 W 51St St-60609,"2000 W 51st St, Chicago, IL 60609, USA",41.8014172,-87.6747178,3
SR20-05689351,No Heat Complaint,20-03547369,12/24/2020 11:50 AM,12/28/2020 2:00 PM,Completed,,DOB - Buildings,Closed,800 E 90Th St,60619,800 E 90Th St-60619,"800 E 90th St, Chicago, IL 60619, USA",41.7311758,-87.6046155,2
SR20-05689544,No Heat Complaint,20-03547486,12/24/2020 12:19 PM,1/4/2021 2:31 PM,Completed,,DOB - Buildings,Closed,7200 S University Ave,60619,7200 S University Ave-60619,"7200 S University Ave, Chicago, IL 60619, USA",41.764003,-87.59736099999999,1
SR20-05689834,No Heat Complaint,20-03547629,12/24/2020 12:56 PM,1/4/2021 9:57 AM,Completed,,DOB - Buildings,Closed,1500 S Sawyer Ave,60623,1500 S Sawyer Ave-60623,"1500 S Sawyer Ave, Chicago, IL 60623, USA",41.86078,-87.707066,1
SR20-05690131,No Heat Complaint,20-03547779,12/24/2020 1:48 PM,1/11/2021 9:18 AM,Completed,Please contact caller prior to coming out for entry- MUST KNOW WHEN INSPECTOR IS COMING OUT,DOB - Buildings,Closed,4800 S Paulina St,60609,4800 S Paulina St-60609,"4800 S Paulina St, Chicago, IL 60609, USA",41.8064994,-87.6674934,1
SR20-05690258,No Heat Complaint,20-03547826,12/24/2020 2:06 PM,1/8/2021 3:14 PM,Completed,,DOB - Buildings,Closed,1100 W 62Nd St,60621,1100 W 62Nd St-60621,"1100 W 62nd St, Chicago, IL 60621, USA",41.78146659999999,-87.652115,1
SR20-05690754,No Heat Complaint,20-03548031,12/24/2020 3:53 PM,1/10/2021 4:47 PM,Completed,,DOB - Buildings,Closed,1600 W Olive Ave,60660,1600 W Olive Ave-60660,"1600 W Olive Ave, Chicago, IL 60660, USA",41.9842928,-87.6699075,1
SR20-05691664,No Heat Complaint,20-03548325,12/24/2020 10:58 PM,12/28/2020 4:06 PM,Completed,,DOB - Buildings,Closed,3100 N Racine Ave,60657,3100 N Racine Ave-60657,"3100 N Racine Ave, Chicago, IL 60657, USA",41.9381661,-87.6590913,3
SR20-05691682,No Heat Complaint,20-03548327,12/24/2020 11:09 PM,1/4/2021 9:58 AM,Completed,,DOB - Buildings,Closed,1500 N Avers Ave,60651,1500 N Avers Ave-60651,"1500 N Avers Ave, Chicago, IL 60651, USA",41.9082587,-87.72328379999999,1
SR20-05691724,No Heat Complaint,20-03548345,12/25/2020 12:01 AM,1/4/2021 2:31 PM,Completed,I have insulated the windows and bought a space heater and it is still too cold in the apartment. I have told the landlord numerous times to try and fix. They say it is because of a broken A/C unit they have installed in the wall is letting air through.,DOB - Buildings,Closed,3100 S Princeton Ave,60616,3100 S Princeton Ave-60616,"3100 S Princeton Ave, Chicago, IL 60616, USA",41.8381874,-87.6340993,1
SR20-05691746,No Heat Complaint,20-03548357,12/25/2020 12:34 AM,1/4/2021 9:58 AM,Completed,,DOB - Buildings,Closed,300 S Hamlin Blvd,60624,300 S Hamlin Blvd-60624,"300 S Hamlin Blvd, Chicago, IL 60624, USA",41.8769854,-87.7210466,1
SR20-05691998,No Heat Complaint,20-03548433,12/25/2020 7:21 AM,12/28/2020 1:54 PM,Completed,,DOB - Buildings,Closed,10500 S Michigan Ave,60628,10500 S Michigan Ave-60628,"10500 S Michigan Ave, Chicago, IL 60628, USA",41.70332390000001,-87.6209133,1
SR20-05692112,No Heat Complaint,20-03548467,12/25/2020 8:42 AM,12/28/2020 4:06 PM,Completed,,DOB - Buildings,Closed,7300 N Ridge Blvd,60645,7300 N Ridge Blvd-60645,"7300 N Ridge Blvd, Chicago, IL 60645, USA",42.014207,-87.6841733,2
SR20-05692129,No Heat Complaint,20-03548472,12/25/2020 8:52 AM,1/4/2021 2:02 PM,Completed,Hearing impairedXXXXXXXXXX,DOB - Buildings,Closed,8000 S Ingleside Ave,60619,8000 S Ingleside Ave-60619,"8000 S Ingleside Ave, Chicago, IL 60619, USA",41.7493671,-87.6017619,1
SR20-05692133,No Heat Complaint,20-03548476,12/25/2020 8:56 AM,12/30/2020 3:31 PM,Completed,,DOB - Buildings,Closed,3200 N Kildare Ave,60641,3200 N Kildare Ave-60641,"3200 N Kildare Ave, Chicago, IL 60641, USA",41.9389985,-87.7345639,1
SR20-05692262,No Heat Complaint,20-03548524,12/25/2020 10:08 AM,1/4/2021 2:31 PM,Completed,,DOB - Buildings,Closed,7600 S Drexel Ave,60619,7600 S Drexel Ave-60619,"7600 S Drexel Ave, Chicago, IL 60619, USA",41.7567806,-87.60288969999999,2
SR20-05692273,No Heat Complaint,20-03548527,12/25/2020 10:13 AM,12/28/2020 4:06 PM,Completed,,DOB - Buildings,Closed,5700 N Artesian Ave,60659,5700 N Artesian Ave-60659,"5700 N Artesian Ave, Chicago, IL 60659, USA",41.9851596,-87.6909525,1
SR20-05692299,No Heat Complaint,20-03548534,12/25/2020 10:27 AM,1/4/2021 9:58 AM,Completed,,DOB - Buildings,Closed,4100 W Cermak Rd,60623,4100 W Cermak Rd-60623,"4100 W Cermak Rd, Chicago, IL 60623, USA",41.85189099999999,-87.727355,3
SR20-05692425,No Heat Complaint,20-03548578,12/25/2020 11:38 AM,12/28/2020 4:06 PM,Completed,,DOB - Buildings,Closed,1600 W Jonquil Ter,60626,1600 W Jonquil Ter-60626,"1600 W Jonquil Terrace, Chicago, IL 60626, USA",42.0212791,-87.67109839999999,1
SR20-05692488,No Heat Complaint,20-03548608,12/25/2020 12:09 PM,12/28/2020 4:06 PM,Completed,"Co-op, radiant heat in the floor.  Thermostat on wall that should regulate heat to some extent but does not seem to have any effect.  Built in 1954.",DOB - Buildings,Closed,1900 W Hood Ave,60660,1900 W Hood Ave-60660,"1900 W Hood Ave, Chicago, IL 60660, USA",41.9931238,-87.6771321,1
SR20-05692654,No Heat Complaint,20-03548670,12/25/2020 1:17 PM,1/4/2021 9:58 AM,Completed,,DOB - Buildings,Closed,5500 W North Ave,60639,5500 W North Ave-60639,"5500 W North Ave, Chicago, IL 60639, USA",41.909606,-87.7633795,1
SR20-05692800,No Heat Complaint,20-03548733,12/25/2020 2:13 PM,1/4/2021 1:57 PM,Completed,,DOB - Buildings,Closed,1200 E 93Rd St,60619,1200 E 93Rd St-60619,"1200 E 93rd St, Chicago, IL 60619, USA",41.72597589999999,-87.59469709999999,2
SR20-05693224,No Heat Complaint,20-03548850,12/25/2020 4:56 PM,12/30/2020 3:31 PM,Completed,,DOB - Buildings,Closed,1500 N Clybourn Ave,60610,1500 N Clybourn Ave-60610,"1500 N Clybourn Ave, Chicago, IL 60610, USA",41.9083122,-87.64620269999999,1
SR20-05693297,No Heat Complaint,20-03548860,12/25/2020 5:30 PM,12/28/2020 4:06 PM,Completed,,DOB - Buildings,Closed,2100 W Berteau Ave,60618,2100 W Berteau Ave-60618,"2100 W Berteau Ave, Chicago, IL 60618, USA",41.957772,-87.6812796,2
SR20-05693327,No Heat Complaint,20-03548875,12/25/2020 5:43 PM,12/28/2020 4:06 PM,Completed,"Last year, I texted him repeatedly that my apartment was cold and got no response. This year hes come to make sure my windows were closed and install a thermometer to report to the heating agency, but my apartment is 57",DOB - Buildings,Closed,2700 W Summerdale Ave,60625,2700 W Summerdale Ave-60625,"2700 W Summerdale Ave, Chicago, IL 60625, USA",41.978912,-87.696877,3
SR20-05693478,No Heat Complaint,20-03548922,12/25/2020 7:07 PM,1/19/2021 2:15 PM,Completed,,DOB - Buildings,Closed,1000 N Christiana Ave,60651,1000 N Christiana Ave-60651,"1000 N Christiana Ave, Chicago, IL 60651, USA",41.899861,-87.7105344,1
SR20-05693672,No Heat Complaint,20-03548983,12/25/2020 9:22 PM,1/11/2021 4:03 PM,Completed,,DOB - Buildings,Closed,5000 S Champlain Ave,60615,5000 S Champlain Ave-60615,"5000 S Champlain Ave, Chicago, IL 60615, USA",41.8038751,-87.61020839999999,2
SR20-05693838,No Heat Complaint,20-03549025,12/25/2020 11:30 PM,1/4/2021 2:31 PM,Completed,,DOB - Buildings,Closed,8000 S Carpenter St,60620,8000 S Carpenter St-60620,"8000 S Carpenter St, Chicago, IL 60620, USA",41.7485801,-87.6503479,1
